discountPriceID,discount_price,discount_date
12288,228.29,2012-05-22
12289,100.74,2001-01-24
12290,212.79,2012-05-11
12291,427.46,2004-10-02
12292,418.33,2005-09-02
12293,350.63,2011-06-09
12294,46.63,2006-01-31
12295,41.47,2011-10-09
12296,63.66,2003-03-29
12297,102.93,2003-05-14
12298,105.99,2009-11-05
12299,86.67,2000-01-05
12300,93.5,2004-12-08
12301,90.4,2005-05-28
12302,93.5,2005-12-16
12303,93.5,2008-08-18
12304,288.91,2007-02-15
12305,239.65,2010-05-01
12306,338.38,2005-11-26
12307,376.13,2010-12-24
12308,239.45,2011-12-14
12309,95.41,2002-07-03
12310,116.41,2011-06-29
12311,116.41,2012-05-24
12312,126.74,2003-01-06
12313,132.12,2004-01-11
12314,436.82,2008-01-25
12315,448.37,2010-07-24
12316,29.12,2007-10-11
12317,58.74,2008-11-17
12318,97.12,2009-06-07
12319,39.57,2012-01-18
12320,470.77,2002-03-11
12321,470.77,2003-10-05
12322,470.77,2008-12-31
12323,470.77,2009-06-18
12324,470.77,2011-06-21
12325,470.77,2012-05-16
12326,41.09,2000-03-10
12327,41.3,2005-01-02
12328,55.03,2007-02-02
12329,29.08,2011-11-03
12330,1.6,2004-04-27
12331,1.77,2006-07-30
12332,1.26,2010-01-05
12333,213.21,2002-01-16
12334,216.07,2007-08-15
12335,216.07,2008-02-20
12336,173.95,2012-01-25
12337,302.65,2009-04-17
12338,29.23,2000-03-01
12339,43.03,2000-05-11
12340,41.31,2001-10-12
12341,29.61,2011-06-18
12342,274.32,2001-09-21
12343,274.32,2002-10-02
12344,263.59,2005-05-03
12345,104.23,2000-01-04
12346,78.88,2012-03-05
12347,276.96,2009-02-22
12348,276.96,2009-11-10
12349,207.96,2000-05-04
12350,105.69,2007-04-13
12351,103.94,2010-01-07
12352,102.38,2011-04-19
12353,71.55,2003-05-13
12354,63.14,2006-10-17
12355,13.97,2008-03-08
12356,12.73,2008-05-10
12357,13.97,2009-10-14
12358,13.97,2010-06-25
12359,13.69,2012-04-14
12360,420.92,2003-09-22
12361,349.01,2003-12-30
12362,347.09,2008-08-19
12363,126.88,2001-06-04
12364,90.69,2001-12-08
12365,112.7,2002-09-22
12366,292.75,2011-08-25
12367,194.99,2010-10-17
12368,122.32,2000-06-15
12369,29.41,2011-08-16
12370,474.95,2010-01-29
12371,195.99,2000-12-02
12372,289.19,2011-07-29
12373,4.88,2000-03-26
12374,3.86,2007-11-07
12375,2.35,2011-02-19
12376,70.82,2007-11-05
12377,105.01,2008-08-24
12378,269.21,2001-05-31
12379,269.21,2002-08-02
12380,218.05,2005-01-17
12381,218.05,2008-10-17
12382,218.05,2011-02-11
12383,93.55,2009-03-24
12384,128.74,2010-06-03
12385,234.65,2004-06-09
12386,266.77,2008-04-20
12387,196.06,2009-05-08
12388,219.41,2010-08-22
12389,232.76,2012-04-11
12390,424.46,2001-11-02
12391,149.34,2000-12-24
12392,185.72,2009-09-13
12393,112.2,2011-02-26
12394,165.5,2011-11-12
12395,131.93,2002-01-26
12396,159.11,2010-04-24
12397,30.37,2007-10-25
12398,38.99,2010-11-19
12399,33.78,2001-07-28
12400,33.78,2002-11-23
12401,33.78,2005-11-06
12402,33.78,2010-02-26
12403,159.68,2001-02-23
12404,128.09,2005-08-30
12405,159.14,2006-09-13
12406,128.01,2007-05-24
12407,160.35,2007-10-10
12408,134.27,2009-12-30
12409,131.84,2011-10-01
12410,394.33,2001-10-28
12411,394.46,2006-05-20
12412,411.17,2009-07-05
12413,128.98,2001-12-22
12414,205.6,2004-04-14
12415,172.65,2008-05-01
12416,165.13,2011-04-21
12417,160.94,2000-09-06
12418,212.49,2000-12-24
12419,242.64,2007-10-05
12420,238.76,2007-12-13
12421,358.5,2009-11-03
12422,50.43,2007-10-21
12423,91.27,2011-08-14
12424,168.13,2000-02-16
12425,178.59,2001-09-19
12426,199.06,2004-07-20
12427,251.89,2008-03-10
12428,191.7,2008-03-20
12429,231.8,2009-06-04
12430,184.72,2007-12-22
12431,170.78,2008-02-24
12432,159.17,2009-11-11
12433,142.98,2010-12-27
12434,475.03,2009-05-10
12435,475.03,2010-11-01
12436,249.95,2000-05-16
12437,273.34,2005-01-31
12438,271.44,2008-10-08
12439,66.99,2009-08-19
12440,118.39,2010-09-15
12441,363.15,2001-02-03
12442,363.15,2004-12-02
12443,292.52,2006-11-05
12444,319.35,2007-10-31
12445,321.79,2008-06-10
12446,330.96,2003-08-11
12447,348.9,2003-10-30
12448,278.75,2005-11-30
12449,236.05,2007-12-09
12450,233.4,2004-08-13
12451,367.31,2009-07-29
12452,255.65,2002-05-25
12453,251.26,2002-12-29
12454,186.49,2009-08-10
12455,93.56,2008-02-24
12456,146.94,2008-03-26
12457,36.65,2003-11-30
12458,72.94,2004-10-18
12459,280.53,2012-02-15
12460,210.08,2000-12-06
12461,210.08,2008-06-21
12462,210.08,2009-02-10
12463,210.08,2011-06-02
12464,451,2010-05-13
12465,195.22,2008-02-03
12466,51.7,2000-07-22
12467,55.86,2001-10-02
12468,28.09,2004-03-26
12469,49.61,2010-11-12
12470,100.96,2001-05-13
12471,153.03,2002-11-04
12472,92.44,2003-02-08
12473,125.44,2008-09-29
12474,272.71,2005-06-04
12475,272.71,2012-04-05
12476,57.17,2012-04-02
12477,274.46,2000-09-22
12478,219.79,2003-02-08
12479,199.17,2004-07-07
12480,260.03,2007-10-06
12481,110.87,2007-03-23
12482,154.11,2001-05-19
12483,120.84,2005-07-05
12484,179.3,2009-12-05
12485,122.04,2010-02-06
12486,184.65,2011-08-27
12487,254.92,2003-07-14
12488,238.39,2010-05-07
12489,223.62,2011-09-28
12490,274.51,2012-01-22
12491,35.58,2001-05-12
12492,50.44,2003-02-22
12493,33.03,2003-12-01
12494,37.38,2008-10-08
12495,66.04,2009-07-13
12496,42.07,2003-07-20
12497,28.79,2010-05-04
12498,21.73,2010-10-15
12499,26.27,2011-04-15
12500,45.21,2012-04-24
12501,224.11,2000-06-08
12502,223.89,2002-12-01
12503,259.91,2006-09-24
12504,280.7,2006-11-25
12505,276.57,2007-08-25
12506,286.75,2008-12-21
12507,300.96,2011-06-28
12508,345.89,2009-02-07
12509,249.77,2009-06-02
12510,249.77,2010-06-21
12511,14.96,2001-09-21
12512,14.62,2010-11-15
12513,137.51,2000-01-31
12514,137.15,2011-11-24
12515,156.79,2011-12-03
12516,21.47,2000-03-20
12517,21.47,2002-03-05
12518,79.68,2000-03-15
12519,85.37,2003-07-03
12520,68.7,2009-08-28
12521,60.14,2010-12-16
12522,38.56,2004-04-20
12523,39.42,2011-07-08
12524,51.05,2001-11-05
12525,46.03,2008-08-11
12526,42.24,2011-08-18
12527,306.09,2000-03-08
12528,398.09,2010-02-13
12529,23.1,2003-09-08
12530,22.8,2003-10-24
12531,18.4,2011-06-10
12532,202.25,2000-03-30
12533,269.15,2001-08-16
12534,165.2,2007-03-24
12535,360.67,2000-03-08
12536,401.06,2000-03-27
12537,401.06,2008-02-05
12538,393.84,2008-06-02
12539,401.06,2009-02-22
12540,354.77,2008-12-06
12541,167.6,2005-01-11
12542,181.37,2012-02-26
12543,248.44,2000-05-31
12544,318.22,2003-05-25
12545,29.27,2000-03-18
12546,43.49,2011-10-10
12547,39.78,2012-04-01
12548,177.27,2000-07-06
12549,207.46,2010-05-07
12550,200.63,2012-02-02
12551,160.05,2004-06-16
12552,178.47,2008-03-19
12553,180.87,2010-06-16
12554,167.65,2011-04-11
12555,6.62,2000-07-24
12556,12.02,2001-02-07
12557,8.15,2001-10-07
12558,10.94,2005-07-24
12559,10.96,2005-10-06
12560,15.48,2009-02-13
12561,12.4,2010-12-05
12562,190.2,2004-03-09
12563,253.24,2007-11-17
12564,230.93,2009-01-12
12565,235,2010-03-15
12566,169.9,2010-06-01
12567,309.43,2000-07-21
12568,304.93,2001-07-19
12569,309.43,2002-02-26
12570,309.43,2004-10-09
12571,309.43,2007-02-06
12572,137.38,2002-06-25
12573,133.27,2011-07-20
12574,3.32,2000-08-31
12575,4.26,2000-11-09
12576,3.94,2001-03-14
12577,4.27,2010-04-17
12578,368.61,2000-09-01
12579,368.61,2002-04-24
12580,335.16,2002-09-28
12581,247.83,2002-04-13
12582,188.65,2010-08-17
12583,243.41,2008-09-16
12584,276.47,2010-09-01
12585,231.58,2011-02-24
12586,39.41,2000-01-27
12587,49.09,2001-06-21
12588,44.61,2001-09-28
12589,43.8,2007-11-01
12590,53.26,2012-06-21
12591,455.25,2001-08-21
12592,105,2004-07-28
12593,114.27,2005-05-13
12594,244.23,2009-01-19
12595,263.65,2010-11-09
12596,287.52,2012-03-17
12597,66.59,2001-04-28
12598,67.31,2003-07-08
12599,99.02,2008-02-20
12600,56.63,2010-10-23
12601,80.86,2011-02-25
12602,64.15,2011-04-03
12603,70.88,2000-03-26
12604,66.25,2000-09-03
12605,181.76,2002-10-05
12606,42.55,2004-08-20
12607,47.43,2009-11-07
12608,37.23,2010-02-07
12609,50.14,2011-11-14
12610,47.11,2012-04-27
12611,61.01,2007-09-27
12612,54.19,2012-04-17
12613,224.62,2003-04-20
12614,224.62,2008-09-28
12615,224.62,2009-09-14
12616,288.74,2008-02-03
12617,286.9,2009-02-11
12618,320.39,2012-01-06
12619,334.64,2010-08-05
12620,356.04,2012-04-04
12621,269.05,2004-01-26
12622,246.35,2004-10-03
12623,249.36,2005-08-17
12624,213.33,2011-07-24
12625,67.41,2000-08-24
12626,97.83,2001-05-03
12627,298.35,2000-05-03
12628,284.83,2002-06-25
12629,312.6,2007-03-06
12630,292.16,2008-03-27
12631,106.25,2000-05-13
12632,114.24,2008-10-14
12633,78.53,2009-12-28
12634,162.18,2011-10-20
12635,306.89,2001-11-03
12636,346.5,2002-12-12
12637,346.93,2007-05-29
12638,340,2009-08-24
12639,313.49,2010-04-02
12640,346.93,2011-08-13
12641,99.85,2000-04-09
12642,78.77,2002-12-12
12643,277.46,2005-11-12
12644,342,2009-09-03
12645,351.1,2001-04-01
12646,290.61,2002-11-11
12647,371.28,2005-07-11
12648,279.26,2009-09-23
12649,214.78,2004-06-07
12650,177.71,2004-12-16
12651,227.26,2011-10-08
12652,157.73,2010-05-28
12653,57.56,2000-04-11
12654,58.94,2010-08-08
12655,315.58,2001-12-13
12656,194.38,2000-11-06
12657,244.48,2001-04-01
12658,244.48,2003-02-09
12659,244.48,2007-01-23
12660,244.48,2007-08-04
12661,243.93,2011-05-28
12662,251.46,2000-01-20
12663,308.59,2001-12-22
12664,177.75,2004-04-25
12665,237.39,2006-05-24
12666,190.41,2006-09-20
12667,219.22,2012-02-03
12668,101.47,2003-10-22
12669,109.82,2011-01-13
12670,175.3,2012-06-06
12671,37.44,2002-07-11
12672,37.44,2002-11-26
12673,37.44,2003-07-22
12674,37.44,2012-02-12
12675,75.33,2002-05-14
12676,75.33,2006-03-30
12677,75.33,2007-03-20
12678,75.33,2011-12-11
12679,5.1,2001-06-10
12680,6.26,2008-01-14
12681,68.69,2002-11-04
12682,182.92,2011-03-17
12683,87.37,2011-02-07
12684,46.55,2006-04-12
12685,41.77,2010-04-19
12686,74.81,2003-03-25
12687,83.44,2004-10-23
12688,93.77,2006-11-08
12689,185.1,2000-02-09
12690,152.93,2002-09-28
12691,182.95,2003-09-11
12692,226.62,2004-07-20
12693,151.9,2007-04-06
12694,154.76,2009-06-29
12695,190.23,2011-06-26
12696,156.01,2011-12-21
12697,134.8,2002-11-26
12698,154.64,2010-01-04
12699,225.01,2000-01-23
12700,225.01,2002-05-01
12701,212.12,2006-07-08
12702,6.3,2008-01-09
12703,7.45,2008-07-15
12704,3.2,2009-12-27
12705,224.22,2000-09-13
12706,198.52,2008-03-30
12707,111.33,2002-01-04
12708,115.65,2008-11-14
12709,234.34,2001-10-04
12710,266.55,2009-09-07
12711,226.19,2000-12-19
12712,212.85,2004-07-19
12713,265.69,2008-03-27
12714,241.75,2001-02-21
12715,263.28,2001-05-17
12716,281.34,2003-03-15
12717,288.47,2005-11-27
12718,284.01,2009-02-11
12719,286.36,2011-02-13
12720,121.8,2000-11-07
12721,133.02,2003-11-19
12722,121.6,2004-12-01
12723,167.88,2005-07-05
12724,159.54,2006-04-30
12725,115.98,2006-06-03
12726,78.1,2001-02-13
12727,72.42,2001-06-27
12728,155.7,2007-08-29
12729,103.88,2010-12-07
12730,109.46,2011-10-13
12731,313.09,2002-10-19
12732,313.09,2006-12-07
12733,266.62,2012-03-18
12734,113.49,2002-08-11
12735,115.91,2003-07-15
12736,457.25,2002-08-05
12737,463.15,2007-09-09
12738,144.55,2001-05-03
12739,153.98,2008-12-03
12740,155.14,2009-12-06
12741,145.36,2011-09-16
12742,127.72,2006-04-24
12743,149.54,2008-02-26
12744,142.67,2010-12-24
12745,241.97,2000-02-24
12746,206.83,2002-07-09
12747,162.09,2006-06-17
12748,329.09,2001-02-21
12749,446.24,2011-09-12
12750,150.05,2000-03-28
12751,92.1,2000-09-07
12752,91.19,2006-10-04
12753,144.99,2011-04-16
12754,180.65,2002-05-15
12755,365.59,2001-03-18
12756,329.58,2003-12-04
12757,294.53,2008-09-18
12758,388.69,2009-06-09
12759,391.94,2002-06-17
12760,375.41,2001-02-09
12761,340.48,2001-07-27
12762,424.05,2003-03-13
12763,120.84,2001-09-24
12764,222.61,2007-06-12
12765,209.82,2001-08-26
12766,147.99,2004-12-08
12767,165.78,2009-03-26
12768,170.19,2011-06-11
12769,43.51,2002-07-19
12770,43.19,2011-02-05
12771,150.28,2000-05-06
12772,150.28,2001-06-04
12773,150.28,2011-12-08
12774,198.49,2001-02-19
12775,194.43,2006-07-13
12776,218.83,2011-04-24
12777,56.04,2000-02-07
12778,45.67,2007-09-20
12779,31.97,2011-11-06
12780,54.1,2006-01-25
12781,54.1,2009-10-27
12782,54.1,2010-07-20
12783,352.77,2003-11-04
12784,352.77,2007-06-28
12785,109.19,2000-11-25
12786,132.46,2008-09-10
12787,25.29,2000-03-03
12788,17.55,2009-07-10
12789,250.57,2002-10-09
12790,218.42,2006-10-19
12791,211.08,2008-07-29
12792,143.99,2010-02-12
12793,210.95,2011-06-29
12794,12.48,2000-04-24
12795,10.41,2000-05-11
12796,10.84,2006-05-09
12797,103.77,2006-08-30
12798,151.52,2002-02-03
12799,161.52,2007-05-11
12800,149.49,2000-10-29
12801,145.86,2002-05-05
12802,201.8,2012-05-06
12803,455.71,2005-12-02
12804,455.71,2009-11-30
12805,175.79,2006-11-21
12806,161.21,2008-11-05
12807,150.84,2010-12-23
12808,142.75,2011-04-25
12809,95.64,2001-05-12
12810,193.43,2002-09-28
12811,135.23,2003-09-10
12812,117.4,2012-03-30
12813,42.83,2001-11-07
12814,31.87,2009-06-18
12815,26.25,2003-05-19
12816,26.63,2004-06-07
12817,30.53,2009-06-18
12818,35.34,2009-08-08
12819,218.85,2003-10-05
12820,193.37,2012-01-12
12821,31.13,2000-11-17
12822,31.4,2001-12-30
12823,31.4,2010-01-22
12824,30.52,2010-02-15
12825,352.85,2002-01-23
12826,275.06,2003-01-01
12827,360.39,2012-06-15
12828,76.11,2006-12-21
12829,56.47,2012-05-26
12830,214.81,2000-07-01
12831,269.79,2000-07-22
12832,279.46,2001-11-07
12833,280.29,2006-01-13
12834,255.44,2006-04-16
12835,68.36,2011-04-26
12836,160.53,2000-09-05
12837,85.61,2006-06-16
12838,141.82,2010-02-28
12839,123.13,2012-05-29
12840,279.8,2004-04-11
12841,256.45,2002-02-05
12842,184.54,2006-02-16
12843,231.19,2006-04-18
12844,247.72,2006-10-18
12845,190.39,2011-10-09
12846,143.09,2001-02-02
12847,218.13,2002-09-11
12848,140.16,2011-12-22
12849,203.87,2012-05-28
12850,187.04,2000-01-15
12851,180.78,2005-02-09
12852,127.11,2012-03-21
12853,276.14,2000-04-12
12854,261.49,2000-09-20
12855,128.02,2000-10-23
12856,137.1,2003-07-16
12857,59.94,2009-06-20
12858,74.34,2001-11-23
12859,74.34,2006-10-19
12860,70.39,2007-03-22
12861,73.99,2007-07-29
12862,25.16,2000-03-02
12863,38.72,2009-08-12
12864,36.97,2012-01-08
12865,113.1,2001-04-21
12866,113.1,2006-11-10
12867,65.39,2005-01-20
12868,277.13,2001-02-10
12869,293.41,2002-01-16
12870,308.19,2004-06-13
12871,182.36,2005-10-20
12872,263.4,2012-03-10
12873,184.01,2005-03-02
12874,139.98,2007-08-27
12875,143.32,2011-05-12
12876,315.12,2008-02-22
12877,350.42,2008-05-23
12878,304.13,2010-08-12
12879,324.12,2010-11-30
12880,347.6,2001-04-04
12881,308.89,2002-01-25
12882,347.6,2002-06-29
12883,310.22,2008-09-08
12884,343.66,2010-06-09
12885,347.6,2010-07-20
12886,6.27,2001-12-15
12887,5.19,2003-01-23
12888,7.59,2010-05-07
12889,183.56,2000-03-20
12890,195,2002-09-21
12891,187.61,2007-07-18
12892,109.97,2001-11-29
12893,66.2,2002-09-29
12894,116.94,2009-05-15
12895,88.19,2010-02-05
12896,123.21,2012-05-12
12897,471.57,2004-09-20
12898,471.57,2008-10-17
12899,471.57,2008-11-19
12900,471.57,2009-09-12
12901,5.93,2000-07-28
12902,429.35,2000-07-10
12903,484.92,2003-03-16
12904,413.49,2010-05-26
12905,460.03,2012-02-17
12906,144.89,2001-12-04
12907,144.89,2010-03-27
12908,144.89,2011-04-06
12909,144.89,2011-08-24
12910,67.99,2006-12-16
12911,75.68,2008-02-14
12912,278.86,2000-08-05
12913,321.9,2000-12-15
12914,382.32,2002-09-02
12915,316.67,2010-08-20
12916,296.97,2011-02-02
12917,102.18,2000-03-29
12918,147.69,2003-02-20
12919,128.51,2005-07-20
12920,106.76,2008-10-31
12921,143.78,2000-12-11
12922,143.78,2010-06-16
12923,349.97,2001-07-18
12924,349.97,2010-10-28
12925,349.97,2012-05-02
12926,361.68,2007-02-25
12927,129.69,2010-02-22
12928,154.31,2006-11-05
12929,128.33,2011-06-03
12930,65.11,2000-02-20
12931,38.67,2001-04-19
12932,65.01,2004-04-13
12933,37.02,2004-09-18
12934,30.74,2005-04-27
12935,41.54,2011-03-13
12936,26.29,2012-04-04
12937,78.85,2000-09-17
12938,142.19,2002-03-21
12939,119.13,2006-10-15
12940,122.75,2010-03-22
12941,55.56,2011-01-16
12942,245.14,2001-12-14
12943,130.23,2008-03-23
12944,83.33,2009-03-07
12945,104.97,2011-07-12
12946,25.51,2002-03-16
12947,39.4,2005-08-29
12948,36.83,2008-01-13
12949,26.49,2012-02-19
12950,200.33,2003-05-01
12951,225.78,2005-01-13
12952,196.95,2011-03-28
12953,106.39,2000-11-08
12954,116.71,2010-07-27
12955,60.49,2002-11-06
12956,232.74,2000-09-30
12957,232.74,2008-03-08
12958,232.74,2009-10-19
12959,345.17,2000-02-26
12960,345.17,2002-12-07
12961,89.07,2001-08-24
12962,64.34,2011-02-19
12963,67.14,2012-02-21
12964,44.95,2001-09-22
12965,43.64,2002-12-13
12966,27.62,2007-03-02
12967,42.31,2007-12-09
12968,104.53,2001-06-15
12969,104.53,2004-01-04
12970,104.53,2009-03-27
12971,104.53,2009-11-05
12972,126.95,2005-11-16
12973,91.14,2008-12-07
12974,127.41,2010-04-13
12975,39.29,2000-06-24
12976,39.53,2004-05-29
12977,39.53,2007-02-04
12978,39.53,2008-12-03
12979,39.53,2009-05-16
12980,144.53,2001-05-15
12981,143.83,2007-12-22
12982,132.39,2012-06-06
12983,121.36,2002-07-30
12984,132.68,2006-11-30
12985,97.05,2011-10-08
12986,165.77,2001-05-24
12987,142.44,2006-12-16
12988,168.18,2009-07-09
12989,114.35,2010-02-19
12990,88.91,2001-04-20
12991,97.6,2001-11-09
12992,103.38,2002-06-19
12993,106.22,2004-11-20
12994,103.06,2007-08-14
12995,182.41,2002-10-10
12996,215.01,2007-09-04
12997,160.25,2000-07-17
12998,156.12,2006-03-26
12999,128.84,2008-11-24
13000,160.25,2012-05-03
13001,96.4,2003-07-10
13002,311.1,2000-04-27
13003,135.83,2000-04-22
13004,139.77,2007-09-27
13005,145.61,2010-07-30
13006,101.03,2010-08-12
13007,241.55,2000-11-09
13008,222.41,2006-06-24
13009,47.73,2010-07-31
13010,49.7,2012-06-09
13011,250.38,2004-08-14
13012,186.72,2008-11-16
13013,263.34,2011-08-10
13014,52.67,2000-06-24
13015,67.22,2000-10-15
13016,84.61,2007-09-22
13017,104.65,2001-02-28
13018,75.03,2005-06-19
13019,104.64,2005-11-04
13020,106.75,2009-08-04
13021,87.17,2011-09-18
13022,276.45,2002-12-03
13023,293.83,2003-04-15
13024,285.28,2005-05-02
13025,332.19,2005-11-06
13026,308.78,2006-05-13
13027,334.63,2007-12-18
13028,250.46,2008-03-28
13029,276.23,2004-05-07
13030,301.46,2010-06-06
13031,251.26,2011-04-18
13032,264.01,2004-03-04
13033,234.86,2008-05-01
13034,217.32,2012-01-28
13035,217.06,2012-06-11
13036,295.9,2001-05-11
13037,187.08,2002-09-30
13038,280.42,2003-09-22
13039,440.81,2001-04-24
13040,453.96,2002-10-01
13041,442.36,2002-10-14
13042,474.63,2003-09-10
13043,15.82,2001-03-15
13044,27.9,2003-04-04
13045,25.85,2011-07-09
13046,68.37,2000-09-11
13047,113.93,2003-12-31
13048,158.98,2003-01-13
13049,190.38,2010-08-23
13050,191.65,2010-11-02
13051,151.62,2003-03-19
13052,160.43,2005-08-26
13053,195.04,2008-04-09
13054,157.41,2003-09-17
13055,53.13,2000-05-21
13056,50.43,2000-06-20
13057,51.56,2006-02-28
13058,44.82,2011-06-12
13059,137.18,2008-09-14
13060,133.98,2012-06-22
13061,153.24,2011-03-22
13062,191.69,2002-01-11
13063,239.82,2002-12-03
13064,239.82,2003-10-22
13065,219.89,2004-10-21
13066,200.52,2006-11-23
13067,239.82,2008-02-25
13068,144.42,2000-08-22
13069,115.59,2001-02-21
13070,115.74,2004-09-16
13071,326.59,2006-02-19
13072,335.25,2009-07-17
13073,32.09,2011-07-12
13074,18.34,2012-01-09
13075,92.54,2005-02-06
13076,43.87,2000-04-11
13077,41.71,2003-03-22
13078,42.5,2008-10-18
13079,43.87,2010-02-09
13080,83.39,2003-12-10
13081,119.94,2004-12-31
13082,97,2011-08-07
13083,380.44,2003-04-02
13084,482.39,2007-04-27
13085,451.89,2010-06-12
13086,42.73,2000-06-04
13087,86.42,2003-05-30
13088,95.16,2001-10-18
13089,53.41,2005-08-07
13090,5.25,2001-05-04
13091,7.19,2002-02-05
13092,5.17,2006-01-20
13093,5.11,2010-09-21
13094,144.99,2004-03-14
13095,219.05,2005-08-23
13096,114.05,2006-02-10
13097,233.92,2006-04-11
13098,413.96,2011-07-13
13099,197.88,2000-11-29
13100,160.54,2001-07-10
13101,210.59,2006-05-25
13102,143.28,2004-08-29
13103,143.28,2006-02-07
13104,143.28,2010-08-06
13105,54.14,2004-12-26
13106,101.52,2011-08-31
13107,409.11,2002-01-08
13108,409.11,2003-11-18
13109,409.11,2005-07-24
13110,409.11,2009-02-01
13111,290.76,2001-08-05
13112,329.8,2011-06-19
13113,58.25,2001-09-19
13114,63.27,2006-02-11
13115,78.21,2007-08-09
13116,66.91,2008-11-12
13117,348.74,2001-12-20
13118,347.85,2003-03-20
13119,310.24,2005-04-09
13120,267.69,2012-02-06
13121,381.15,2001-12-17
13122,381.15,2005-05-17
13123,381.15,2006-08-23
13124,275.77,2000-03-16
13125,306.56,2001-09-24
13126,301.73,2007-02-16
13127,275.48,2010-10-08
13128,275.91,2000-05-17
13129,250.54,2001-11-14
13130,245.36,2009-08-25
13131,295.55,2011-05-22
13132,254.99,2001-05-03
13133,254.99,2001-06-16
13134,36.88,2001-11-28
13135,35.81,2005-02-17
13136,46.49,2007-05-27
13137,43.06,2007-03-04
13138,48.28,2007-09-25
13139,41.12,2009-01-28
13140,119.53,2000-05-26
13141,157.79,2000-07-08
13142,123.4,2005-06-09
13143,127.19,2007-11-18
13144,33.67,2001-10-27
13145,36.83,2003-07-09
13146,39.42,2011-02-12
13147,259.9,2001-09-15
13148,484.23,2007-09-26
13149,377.64,2002-04-27
13150,53.83,2012-01-16
13151,88.73,2005-04-22
13152,88.73,2009-07-28
13153,88.73,2009-12-23
13154,88.73,2011-05-11
13155,141.83,2003-12-22
13156,162.41,2008-01-30
13157,152.88,2009-06-20
13158,266.98,2001-02-27
13159,232.22,2011-04-11
13160,94.81,2001-11-05
13161,102.18,2007-01-02
13162,94.34,2008-10-02
13163,157.84,2007-09-22
13164,131.77,2010-09-02
13165,150.26,2001-02-11
13166,190.65,2012-03-11
13167,239.24,2000-01-19
13168,241.11,2001-09-23
13169,248.94,2005-06-04
13170,282.48,2007-07-14
13171,276.43,2010-06-27
13172,295.83,2010-06-28
13173,279.94,2001-07-05
13174,326.69,2003-06-28
13175,319.65,2008-02-22
13176,326.69,2008-06-03
13177,298.07,2009-10-31
13178,291.75,2010-07-30
13179,300.55,2011-07-15
13180,20.36,2000-08-20
13181,16.98,2000-08-28
13182,20.45,2010-03-19
13183,21.19,2010-06-17
13184,131.36,2000-11-30
13185,131.15,2009-01-02
13186,144.95,2010-04-28
13187,155.61,2010-11-22
13188,241.84,2002-05-17
13189,196,2009-04-08
13190,23.77,2003-06-08
13191,35.35,2008-11-04
13192,37.65,2009-05-23
13193,61.16,2009-12-25
13194,330.87,2000-03-07
13195,332.72,2001-11-09
13196,311.44,2002-05-25
13197,470,2003-09-29
13198,470,2008-12-19
13199,470,2009-02-23
13200,470,2010-04-26
13201,4.77,2004-01-22
13202,4.04,2005-05-01
13203,4.79,2006-06-28
13204,51.37,2000-04-22
13205,54.05,2002-09-15
13206,259.64,2002-07-14
13207,240.08,2004-08-26
13208,32.18,2003-03-11
13209,32.6,2009-04-19
13210,28.21,2009-12-28
13211,30.19,2011-06-12
13212,219.64,2000-04-20
13213,280.93,2000-09-29
13214,278.9,2002-07-08
13215,241.42,2007-01-25
13216,283.58,2007-03-22
13217,361.9,2001-04-13
13218,286.35,2001-05-30
13219,182.29,2001-01-13
13220,228.26,2001-08-23
13221,180.73,2010-08-14
13222,276.42,2005-09-19
13223,347.82,2002-12-31
13224,428.25,2012-02-07
13225,95.59,2008-08-02
13226,124.47,2003-11-10
13227,116.01,2006-05-02
13228,124.47,2011-03-30
13229,370.12,2003-01-16
13230,370.12,2007-06-10
13231,370.12,2012-03-11
13232,4.19,2007-01-28
13233,4.19,2011-07-19
13234,101.17,2007-03-31
13235,33.57,2009-07-22
13236,85.18,2010-03-07
13237,69.75,2000-03-04
13238,86.12,2003-09-30
13239,72.78,2008-02-11
13240,79.07,2010-09-28
13241,69.13,2010-11-09
13242,95.81,2006-05-23
13243,108.96,2009-04-12
13244,92,2012-02-07
13245,112.41,2004-03-15
13246,147.28,2007-12-08
13247,128.49,2008-09-02
13248,307.9,2000-09-22
13249,339.03,2003-06-01
13250,300.89,2004-05-21
13251,308.52,2009-04-14
13252,363.43,2001-03-29
13253,363.43,2003-03-07
13254,363.43,2011-08-04
13255,363.43,2011-12-10
13256,277.29,2008-09-20
13257,341.45,2011-05-19
13258,361.68,2004-01-02
13259,242.16,2004-06-30
13260,395.36,2006-03-06
13261,354.98,2007-04-10
13262,359.15,2009-03-28
13263,334.73,2011-01-12
13264,87.06,2002-07-25
13265,6.7,2000-04-13
13266,8.05,2009-03-24
13267,428.52,2002-06-13
13268,428.52,2006-09-14
13269,219.44,2011-11-27
13270,14.11,2000-05-14
13271,14.11,2000-10-24
13272,14.11,2002-07-29
13273,14.11,2002-11-18
13274,14.11,2003-03-13
13275,198.93,2000-11-14
13276,172.42,2003-05-31
13277,183.97,2007-01-07
13278,393.36,2001-09-07
13279,373.39,2008-04-15
13280,96.63,2009-11-17
13281,52.07,2000-11-03
13282,49.72,2009-01-07
13283,46.79,2009-10-25
13284,46.9,2011-12-01
13285,286.17,2002-01-09
13286,280.21,2000-03-16
13287,233.57,2005-03-31
